No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_5.started,text_4.stopped,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,fix.started,main_image_2.stopped,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,participant,session,date,expName,psychopyVersion,frameRate,
57,Month,五月,一月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.6680876994506,1.015455700457096,591.7546192994341,591.6712799994275,592.5542928995565,592.6542659001425,592.6542659001425,592.6542659001425,up,1,0.7467191992327571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
50,Month,七月,六月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.4388298997656,1.0142909996211529,594.5202882997692,594.4537287997082,595.3201618995517,595.4201630000025,595.4201630000025,595.4201630000025,left,0,0.7003276003524661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
47,Month,九月 ,七月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.1626563994214,1.0101464996114373,597.2527144001797,597.1695369994268,598.0524439001456,598.1524193994701,598.1524193994701,598.1524193994701,right,1,0.9127626996487379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
64,Month,四月,一月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.102473099716,1.0116873998194933,600.1851477995515,600.1018121996894,600.9848274998367,601.0848611993715,601.0848611993715,601.0848611993715,up,1,0.8510346990078688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
8,Month,八月,十二月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.9795316997916,1.011178799904883,603.0675855996087,602.9841964002699,603.8674128996208,603.9671708997339,603.9671708997339,603.9671708997339,left,1,0.8898129994049668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
33,Month,十一月 ,十二月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.8870861995965,1.0149366995319724,606.982887099497,606.8994592996314,607.7825790997595,607.8826228994876,607.8826228994876,607.8826228994876,up,1,1.334847199730575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
52,Month,十月 ,七月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.2617918001488,1.0143991000950336,610.3484571995214,610.2652394995093,611.1481312001124,611.2481436003,611.2481436003,611.2481436003,left,1,1.8246265994384885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
15,Month,七月,十一月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.1082713995129,1.0105308005586267,614.1973566999659,614.1138977995142,614.9969523996115,615.0970951998606,615.0970951998606,615.0970951998606,left,0,2.4308563992381096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
43,Month,五月,三月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.5576037000865,1.0110090002417564,618.645808099769,618.5623816000298,619.4455762002617,619.5455336999148,619.5455336999148,619.5455336999148,right,1,0.7184814997017384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
11,Month,一月,三月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.3073950000107,1.0124990995973349,621.3948438996449,621.3114970000461,622.1946933995932,622.2945734998211,622.2945734998211,622.2945734998211,right,1,0.7148211002349854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
122,Week,星期五,星期日,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.0362125998363,1.0119591001421213,624.1272873999551,624.0438871001825,624.9269437994808,625.027018699795,625.027018699795,625.027018699795,down,1,0.9489666996523738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
3,Month,三月,五月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.0063817994669,1.011331900022924,627.0929515995085,627.0095929000527,627.8926154999062,627.992662999779,627.992662999779,627.992662999779,left,1,0.5995211992412806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
133,Week,星期五,星期二,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.6168379001319,1.0145855993032455,630.7083780998364,630.6249757995829,631.5080849993974,631.608156199567,631.608156199567,631.608156199567,left,1,0.8161621000617743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
105,Week,星期二,星期五,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.4510492999107,1.0110814999789,633.5407611001283,633.4576503997669,634.3404585998505,634.4408200001344,634.4408200001344,634.4408200001344,right,1,0.6554513992741704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
52,Month,八月,四月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.1307506999001,0.9990143002942204,636.2232630001381,636.1402708999813,637.0229674000293,637.1229111002758,637.1229111002758,637.1229111002758,down,1,0.6542281992733479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
79,Month,十一月 ,九月 ,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.8143678996712,1.014240900054574,638.9058125000447,638.8223163997754,639.7054645000026,639.8053669994697,639.8053669994697,639.8053669994697,up,1,0.7311062002554536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
63,Month,十一月 ,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.5649077994749,1.0109101999551058,641.6549389995635,641.5714791994542,642.4546342995018,642.5548000000417,642.5548000000417,642.5548000000417,up,1,0.6610008999705315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
55,Month,七月,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.2478436995298,1.010616099461913,644.3371791001409,644.253924000077,645.1368424994871,645.236859199591,645.236859199591,645.236859199591,left,1,0.851192899979651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
107,Week,星期四,星期五,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.1287575000897,1.0113391000777483,647.219762600027,647.13632280007,648.0195404002443,648.1193952998146,648.1193952998146,648.1193952998146,right,1,0.9375905990600586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
76,Month,十一月 ,十月 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.098299799487,0.9991142004728317,650.1853654999286,650.1019620997831,650.9850110998377,651.0850341999903,651.0850341999903,651.0850341999903,down,1,0.9078555004671216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
51,Month,七月,三月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.0239682001993,1.0133867003023624,653.1177722001448,653.0341568998992,653.9175156997517,654.0174139998853,654.0174139998853,654.0174139998853,down,1,0.8232257990166545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
42,Month,九月 ,六月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.8783807000145,1.0106375003233552,655.9667996000499,655.8834295999259,656.7665047002956,656.8666386995465,656.8666386995465,656.8666386995465,right,1,1.0300112999975681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
50,Month,六月,二月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.9251323994249,1.0111059993505478,659.0158307002857,658.9324952997267,659.8156151995063,659.9154576994479,659.9154576994479,659.9154576994479,down,1,0.7816137997433543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
31,Month,七月,十一月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.7313986001536,1.011354299262166,661.8147863000631,661.7314606998116,662.6145623000339,662.714597299695,662.714597299695,662.714597299695,down,1,0.9011913994327188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
118,Week,星期一,星期三 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.6521562002599,1.0160301998257637,664.7473186999559,664.6639254996553,665.5469252001494,665.6468856995925,665.6468856995925,665.6468856995925,down,1,1.2903513992205262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
46,Month,三月,二月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.9787620995194,1.0116820000112057,668.0628295997158,667.9793183999136,668.862701700069,668.9625124000013,668.9625124000013,668.9625124000013,right,1,0.7734032003208995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
47,Month,十一月 ,七月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.7707527996972,1.0155891003087163,670.8617989001796,670.7785740001127,671.6614504996687,671.7616074001417,671.7616074001417,671.7616074001417,left,1,0.6151066003367305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
9,Month,九月 ,十月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.4049052996561,1.0120262000709772,673.4942691996694,673.4110442996025,674.2940507000312,674.394035499543,674.394035499543,674.394035499543,left,1,0.8235314004123211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
58,Month,十月 ,八月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.2572754994035,1.0134637001901865,676.3434212002903,676.2600993998349,677.1430345000699,677.2432311996818,677.2432311996818,677.2432311996818,left,1,0.7895685993134975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
36,Month,八月,四月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0722942994907,1.0102016003802419,679.1592057002708,679.0757571998984,679.9590071998537,680.0586863001809,680.0586863001809,680.0586863001809,right,1,0.6464459002017975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
127,Week,星期四,星期三 ,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.7324142996222,1.0143397003412247,681.8248806996271,681.7414799993858,682.6245090002194,682.7246177000925,682.7246177000925,682.7246177000925,right,1,0.9330433998256922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
136,Week,星期六,星期五,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.6858291998506,1.0128015000373125,684.7739025000483,684.6907134000212,685.5736084999517,685.6737203998491,685.6737203998491,685.6737203998491,left,1,0.7902100002393126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
69,Month,十一月 ,九月 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,34,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.5000916002318,1.0133925005793571,687.5895720999688,687.506392499432,688.3894266998395,688.4894528994337,688.4894528994337,688.4894528994337,up,0,0.9034735998138785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
143,Week,星期日,星期五,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,35,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.4308235999197,1.0120182996615767,690.5222386997193,690.4385935002938,691.3218200998381,691.4217844000086,691.4217844000086,691.4217844000086,down,1,0.8181210998445749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
47,Month,五月,二月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.2836041999981,1.0120911002159119,693.3711875993758,693.287864100188,694.1710542002693,694.2709082998335,694.2709082998335,694.2709082998335,left,1,0.9623424001038074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
149,Week,星期五,星期四,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,37,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.2587647000328,1.015025599859655,697.3530642995611,697.2698436994106,698.1528003001586,698.2528518997133,698.2528518997133,698.2528518997133,up,1,0.7948727998882532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
32,Month,五月,八月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.083026399836,1.0116114998236299,700.1687744995579,700.0855316994712,700.9684860995039,701.0686275996268,701.0686275996268,701.0686275996268,down,1,0.8354039993137121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
30,Month,三月,六月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,39,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.9450348997489,1.0122523000463843,703.0344680994749,702.9512641001493,703.8343573994935,703.934209600091,703.934209600091,703.934209600091,down,1,1.0023387996479869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
122,Week,星期五,星期六,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,40,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.9745442997664,1.0131540996953845,706.0670726997778,705.9837803998962,706.866664099507,706.966653900221,706.966653900221,706.966653900221,down,1,0.8570115994662046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
107,Week,星期四,星期日,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,41,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.8561063995585,1.0155844995751977,708.9493832001463,708.865922300145,709.7490603998303,709.8490797001868,709.8490797001868,709.8490797001868,right,1,1.023525600321591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
68,Month,三月,二月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,42,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.9096278995275,1.0155413998290896,711.9981752997264,711.914917900227,712.7978916000575,712.8980955993757,712.8980955993757,712.8980955993757,down,1,1.5177684994414449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
12,Month,二月,四月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,43,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.464323299937,1.0129660004749894,715.5470811994746,715.4638374000788,716.3468712996691,716.446934199892,716.446934199892,716.446934199892,right,1,0.8740315996110439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
38,Month,五月,六月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,44,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.3521445998922,1.0148983001708984,719.4457992995158,719.3624780997634,720.2454615999013,720.3454876998439,720.3454876998439,720.3454876998439,down,1,1.0063904002308846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
