No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,text_4.started,text_4.stopped,text_5.started,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
33,Month,十一月 ,十二月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.0106104000006,1.0103960999986157,662.0100422999822,662.0933588999906,662.8930426000152,662.9930441000033,662.9930441000033,662.9930441000033,up,1,0.9143717000260949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
51,Month,七月,三月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.9358032000018,1.0100455999490805,664.942478300014,665.0257222999935,665.8254633999895,665.9254481000244,665.9254481000244,665.9254481000244,down,1,0.789833200047724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
127,Week,星期四,星期三 ,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.7507369000232,1.01073030004045,667.7583655000199,667.8418017000076,668.641237200005,668.7414164000074,668.7414164000074,668.7414164000074,right,1,0.8299303000094369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
32,Month,十月 ,十一月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.5954089000006,1.015539499989245,670.6072141000186,670.6905899000121,671.4902800000273,671.5902559999959,671.5902559999959,671.5902559999959,up,1,1.1332307999837212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
76,Month,十一月 ,十月 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.746003600012,1.0150945000350475,673.756321199995,673.8394892999786,674.6391956000007,674.7394169000327,674.7394169000327,674.7394169000327,down,1,0.9927059999899939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
50,Month,六月,二月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.7601766000153,1.0145479000057094,676.7718218999798,676.8551441000309,677.6549016999779,677.7549695000052,677.7549695000052,677.7549695000052,down,1,0.7847524000098929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
55,Month,七月,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.5875181999872,1.0108356000273488,679.587563899986,679.6708920000237,680.4705959000275,680.5708372999798,680.5708372999798,680.5708372999798,right,0,0.6648071999661624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
122,Week,星期五,星期六,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.2608305999893,1.0121950000175275,682.2702341999975,682.3533696000231,683.1530658000265,683.2531006000354,683.2531006000354,683.2531006000354,down,1,1.110805599950254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
58,Month,十月 ,八月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.3949462000164,1.0114557999768294,685.4024109999882,685.485747400031,686.2853982999804,686.3853648999939,686.3853648999939,686.3853648999939,left,1,1.0828791999956593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
119,Week,星期二,星期四,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.4947624999913,1.0111238000099547,688.501522400009,688.5846064999932,689.3843565999996,689.4843865000294,689.4843865000294,689.4843865000294,down,1,0.9430246999836527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
31,Month,七月,十一月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.4591606000322,1.0113713000318967,691.4669558000169,691.5505040999851,692.3502152999863,692.4502787999809,692.4502787999809,692.4502787999809,down,1,0.8891987000242807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
38,Month,十月 ,六月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.3776724000345,1.0153253999887966,694.3827124999953,694.4660202999949,695.2657366000349,695.3657484999858,695.3657484999858,695.3657484999858,left,0,0.9345716999960132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
107,Week,星期四,星期日,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.3404655000195,1.0140656000003219,697.3485243000323,697.4316857000231,698.2315401000087,698.3316372000263,698.3316372000263,698.3316372000263,right,1,1.1601815999601968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
47,Month,十一月 ,七月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.5216546999873,1.0127414999878965,700.5307511999854,700.6139946000185,701.4139268000145,701.5140059000114,701.5140059000114,701.5140059000114,left,1,1.7133199999807402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
118,Week,星期一,星期三 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.257954300032,1.009410900005605,704.2627429999993,704.3461577999988,705.1457731000264,705.245820400014,705.245820400014,705.245820400014,down,1,1.0060006999992765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
69,Month,十一月 ,九月 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.2858537000138,0.9991026000352576,707.295122999989,707.3785543999984,708.1782088000327,708.2781977999839,708.2781977999839,708.2781977999839,up,0,1.164885000034701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
64,Month,四月,一月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.4684123999905,1.0157677000388503,711.4770215000026,711.5606077000266,712.3602745999815,712.4600221000146,712.4600221000146,712.4600221000146,up,1,0.7510564999538474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
9,Month,九月 ,十月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.2552312000189,1.0118532999767922,714.2595160999917,714.3429721000139,715.1426117999945,715.2425221999874,715.2425221999874,715.2425221999874,left,1,2.0179662000155076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
107,Week,星期四,星期五,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.302987699979,1.0115864999825135,718.3083546999842,718.3915091999806,719.1911438999814,719.2911641999963,719.2911641999963,719.2911641999963,right,1,0.8804663000046276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
122,Week,星期五,星期日,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.1988902000012,1.0134665999794379,721.2072458000039,721.2904495000257,722.0903226999799,722.1902751000016,722.1902751000016,722.1902751000016,down,1,0.8205258999951184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
38,Month,五月,六月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.0480807999847,1.0120538999908604,724.056230599992,724.1396214999841,724.9394305000314,725.039552000002,725.039552000002,725.039552000002,down,1,0.7553106999839656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
57,Month,五月,一月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.8289754000143,1.011847999994643,726.8387304000207,726.9221261999919,727.7217068999889,727.821634699998,727.821634699998,727.821634699998,up,1,1.0063790999702178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
36,Month,八月,四月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.8646771999775,1.0119698999915272,729.8710681999801,729.9543982000323,730.7540249000303,730.8540448999847,730.8540448999847,730.8540448999847,right,1,0.7975019000004977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
42,Month,九月 ,六月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.679432999983,1.011232100019697,732.6866461000172,732.7700804999913,733.5699406000203,733.670017299999,733.670017299999,733.670017299999,left,0,1.205817100009881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
52,Month,十月 ,七月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.9192391000106,1.0111433999845758,735.9191167000099,736.0025673999917,736.8019638999831,736.9021092000185,736.9021092000185,736.9021092000185,left,1,0.661649200017564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
43,Month,五月,三月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.5934052999946,1.0144282999681309,738.6013940999983,738.6847295000334,739.4846407999867,739.5845457999967,739.5845457999967,739.5845457999967,right,1,0.73908070003381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
79,Month,十一月 ,九月 ,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.3572289000149,0.999603100004606,742.3668029999826,742.4502460000222,743.2499556000112,743.3502182000084,743.3502182000084,743.3502182000084,up,1,1.3491240000003017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
128,Week,星期日,星期四,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.7325212000287,1.011074899986852,745.7326713000075,745.8157190000056,746.615546200017,746.7155384999933,746.7155384999933,746.7155384999933,right,1,0.7601667999988422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
11,Month,一月,三月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.510225999984,1.0129365000175312,748.5147357999813,748.5981117000338,749.3978784999927,749.4978926000185,749.4978926000185,749.4978926000185,right,1,1.3536779999849387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
47,Month,五月,二月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.8900559000322,1.011042800033465,751.8971802000306,751.9804915999994,752.7801590000163,752.8800514999893,752.8800514999893,752.8800514999893,left,1,1.2754392999922857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
136,Week,星期六,星期五,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.1874553000089,1.0133101000101306,755.1959897000343,755.2795080000069,756.0791643999983,756.1790476000169,756.1790476000169,756.1790476000169,left,1,1.1205634999787435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
47,Month,九月 ,七月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,34,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.3405505000264,1.0113021999713965,758.3449592000106,758.42825300002,759.2280194000341,759.3281738000223,759.3281738000223,759.3281738000223,right,1,0.7552905000047758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
32,Month,五月,八月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,35,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.1265024000313,1.011839399987366,761.1273654000252,761.2106964000268,762.0103854000336,762.1103316000081,762.1103316000081,762.1103316000081,down,1,1.9009849000140093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
30,Month,三月,六月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.0514530999935,1.0107844000449404,765.0593722999911,765.1427488999907,765.9423781000078,766.0424923999817,766.0424923999817,766.0424923999817,down,1,1.0016098000342026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
52,Month,八月,四月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,37,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.0876210000133,1.0123869000235572,768.091927899979,768.1750468999962,768.9748013000353,769.0748026000219,769.0748026000219,769.0748026000219,down,1,1.1605389000033028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
143,Week,星期日,星期五,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,38,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.2655704999925,1.0123695000074804,771.2740531000309,771.3573329999927,772.1570178000256,772.2571597999777,772.2571597999777,772.2571597999777,down,1,1.5379946999601088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
61,Month,七月,六月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,39,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.8328659000108,1.013373399968259,774.8397759000072,774.9230339000351,775.7226413000026,775.8226112999837,775.8226112999837,775.8226112999837,left,1,1.6209173999959603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
106,Week,星期三 ,星期五,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,40,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.4765193000203,0.9991934000281617,778.4884461000329,778.5718446000246,779.3713439999847,779.4714444000274,779.4714444000274,779.4714444000274,right,1,1.0358086999622174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
133,Week,星期五,星期二,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,41,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.5437057000236,1.014399100036826,781.5542165000224,781.6373080000049,782.4370370000252,782.537054800021,782.537054800021,782.537054800021,left,1,0.8181534999748692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
8,Month,八月,十二月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.3999987000134,1.0117184999980964,784.403069299995,784.4863580000238,785.2861116999993,785.3860819999827,785.3860819999827,785.3860819999827,left,1,0.9773460000287741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
3,Month,三月,五月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,43,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.39424470003,1.0115971000050195,787.4020068999962,787.4854947000276,788.2852419000119,788.3851396000246,788.3851396000246,788.3851396000246,left,1,0.713759999955073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
15,Month,七月,十一月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,44,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.1284611999872,1.0127552999765612,790.1344402999966,790.2180226999917,791.0175675000064,791.117595400021,791.117595400021,791.117595400021,right,1,0.6136758999782614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
12,Month,二月,四月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,45,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.7550609000027,1.0153128000092693,792.7669054000289,792.8504707000102,793.6498692000168,793.7500366999884,793.7500366999884,793.7500366999884,right,1,0.6771665000123903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
43,Month,七月,三月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.4591921999818,1.0108989999862388,795.4659843000118,795.5492361999932,796.3492647000239,796.449238799978,796.449238799978,796.449238799978,left,1,0.76956510002492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
