No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_4.stopped,text_5.started,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
127,Week,星期四,星期三 ,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.0362623999827,1.0096488000126556,590.0500343000167,590.1167454000097,590.9164918999886,591.0164988000179,591.0164988000179,591.0164988000179,right,1,0.9758076999569312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
12,Month,二月,四月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0294213999878,1.010545099969022,593.0323633999797,593.1156325999764,593.9153025000123,594.0153091999819,594.0153091999819,594.0153091999819,right,1,1.1532220999943092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
58,Month,十月 ,八月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.20829889999,1.011219699983485,596.2145852000103,596.2980601000017,597.0977119000163,597.1977096999763,597.1977096999763,597.1977096999763,left,1,1.2507433000137098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
8,Month,八月,十二月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.4901729999692,1.0131981000304222,599.4968832000159,599.5801799999899,600.3799575999728,600.479894499993,600.479894499993,600.479894499993,left,1,0.7051984999561682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
15,Month,七月,十一月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.2199915000238,0.9990074000088498,602.22927229997,602.3125800999696,603.1121171999839,603.2121515999897,603.2121515999897,603.2121515999897,right,1,0.7078678999678232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
122,Week,星期五,星期六,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.9598403999698,1.0086710999603383,604.9616265000077,605.0449793000007,605.8448571999907,605.9447341000196,605.9447341000196,605.9447341000196,down,1,1.0967654999694787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
118,Week,星期一,星期三 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.0717345000012,1.010812399967108,608.0772660999792,608.1606818999862,608.9603785999934,609.0604059000034,609.0604059000034,609.0604059000034,down,1,1.1808512000134215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
47,Month,十一月 ,七月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.2657386999927,1.0142601000261493,611.276289100002,611.3596433000057,612.159386400017,612.2592949999962,612.2592949999962,612.2592949999962,left,1,0.7181461000000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
38,Month,五月,六月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.0180205000215,1.0108249000040814,614.0254092999967,614.1087341000093,614.9083943999722,615.0083280000254,615.0083280000254,615.0083280000254,down,1,1.6490697000408545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
43,Month,五月,三月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.6847116000135,1.0149817999918014,617.6909302999848,617.7743016000022,618.5739128999994,618.67392869998,618.67392869998,618.67392869998,right,1,0.7262537000351585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
64,Month,四月,一月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.436460500001,0.9991402999730781,621.439576099976,621.5229165999917,622.3226273999899,622.4227564000175,622.4227564000175,622.4227564000175,up,1,0.9063275000080466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
9,Month,九月 ,十月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.3682282000082,1.0108644999563694,624.3720750000211,624.4554321999894,625.2549447999918,625.3553139999858,625.3553139999858,625.3553139999858,left,1,0.7575231000082567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
128,Week,星期日,星期四,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.1435300000012,1.0145073999883607,627.1544268999714,627.2377884999732,628.0376396999927,628.1374871999724,628.1374871999724,628.1374871999724,right,1,1.3915441000135615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
79,Month,十一月 ,九月 ,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.5615610000095,1.0152066000155173,630.5699634000193,630.6533600999974,631.4529583000112,631.5529082000139,631.5529082000139,631.5529082000139,down,0,1.448017599992454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
68,Month,三月,二月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.0301319999853,1.0116854999796487,634.0354786000098,634.1186669999734,634.9185418999987,635.018467899994,635.018467899994,635.018467899994,down,1,1.2386472999933176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
63,Month,十一月 ,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.2983850999735,1.0109407000127248,637.3011083999882,637.3844230999821,638.1841881999862,638.2840353000211,638.2840353000211,638.2840353000211,up,1,1.2364617999992333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
32,Month,五月,八月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.5595665000146,1.0112281999900006,640.566930299974,640.6499668000033,641.4496683999896,641.549603899999,641.549603899999,641.549603899999,down,1,0.8593094000243582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
143,Week,星期日,星期五,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.440211899986,1.015423099976033,643.4489961999934,643.5323736999999,644.3321513999836,644.4322000999819,644.4322000999819,644.4322000999819,down,1,1.0323770000250079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
3,Month,三月,五月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.4907206000062,1.0104070999659598,646.498030000017,646.5813123999978,647.381015299994,647.4810444000177,647.4810444000177,647.4810444000177,left,1,0.8965842999750748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
47,Month,九月 ,七月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.4035524000064,1.0142779999878258,649.4137820000178,649.4970910000266,650.2968335999758,650.3966720000026,650.3966720000026,650.3966720000026,right,1,0.892023499996867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
33,Month,十一月 ,十二月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.3226545000216,1.0127881999942474,652.3294693999924,652.4127442999743,653.2124395999708,653.3124160000007,653.3124160000007,653.3124160000007,up,1,1.4088987999712117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
61,Month,七月,六月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.7555155999726,1.0153543999767862,655.7616623999784,655.8449291000143,656.6447173000197,656.7448083999916,656.7448083999916,656.7448083999916,left,1,1.3592473000171594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
30,Month,三月,六月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.1299683999969,0.9991902000037953,659.143930500024,659.2271836000145,660.0268674999825,660.1270921999821,660.1270921999821,660.1270921999821,down,1,0.93085110001266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
149,Week,星期五,星期四,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.0812619000208,1.0150163000216708,662.092819100013,662.1761590000242,662.9760259999894,663.0760550000123,663.0760550000123,663.0760550000123,up,1,1.1575119000044651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
57,Month,五月,一月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.2677524000173,1.0115474999765866,665.275103699998,665.3585421000025,666.1583034999785,666.2580760999699,666.2580760999699,666.2580760999699,up,1,0.9989522999967448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
107,Week,星期四,星期日,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.2856695000082,1.0112975999945775,668.2908266999875,668.3740707000252,669.1741944000241,669.2738825000124,669.2738825000124,669.2738825000124,right,1,0.822800699970685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
42,Month,九月 ,六月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.137215099996,1.0121685999911278,671.1400289000012,671.2230798000237,672.0230099000037,672.1228541000164,672.1228541000164,672.1228541000164,right,1,1.2149646999896504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
32,Month,十月 ,十一月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.365215400001,1.0111750999931246,674.3722270000144,674.4554803000065,675.255407300021,675.3553679999895,675.3553679999895,675.3553679999895,up,1,1.3099827999831177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
36,Month,八月,四月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.6941983000142,1.01429660001304,677.704641600023,677.7878110000165,678.5875578999985,678.6874853000045,678.6874853000045,678.6874853000045,right,1,0.7129394999938086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
47,Month,五月,二月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.4330585999996,1.011330600013025,680.4368267999962,680.5201719999895,681.3199122999795,681.4198566999985,681.4198566999985,681.4198566999985,left,1,0.6934932000003755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
55,Month,七月,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.1469389999984,1.0114497000467964,683.1527381999767,683.2361518000253,684.0357607000042,684.1357793000061,684.1357793000061,684.1357793000061,left,1,0.7453715999727137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
107,Week,星期四,星期五,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.9074284000089,1.0153238999773748,685.9184106999892,686.0016145000118,686.8014470000053,686.9013645999948,686.9013645999948,686.9013645999948,right,1,0.8598112000036053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
122,Week,星期五,星期日,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,34,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.7931461000117,1.011599000019487,688.8007837000187,688.8841199000017,689.6839738999843,689.7837107999949,689.7837107999949,689.7837107999949,down,1,1.0256957999663427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
52,Month,十月 ,七月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,35,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.8423318999703,1.011020899983123,691.8499144000234,691.9329629999702,692.7329991000006,692.832665599999,692.832665599999,692.832665599999,left,1,0.6968646000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
76,Month,十一月 ,十月 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.5603273999877,1.0152632999815978,695.5653197999927,695.6486385000171,696.4483431999688,696.5482490999857,696.5482490999857,696.5482490999857,down,1,1.0518359999987297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
106,Week,星期三 ,星期五,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,37,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.6454208000214,1.0151254999800585,699.6473034999799,699.7305079000071,700.5301635999931,700.6301170000224,700.6301170000224,700.6301170000224,left,0,0.9151984000345692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
31,Month,七月,十一月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,38,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.5717393999803,1.011989300022833,702.5795493000187,702.6628605999867,703.4625893000048,703.5626913000015,703.5626913000015,703.5626913000015,down,1,0.9741400000057183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
136,Week,星期六,星期五,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,39,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.5704676000169,1.0118817000184208,705.5786312000128,705.6618591999868,706.4616677999729,706.5616116999881,706.5616116999881,706.5616116999881,left,1,0.7665449000196531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
119,Week,星期二,星期四,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,40,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.353884799988,1.0107649000128731,708.360824399977,708.444287899998,709.2441308000125,709.3441298999824,709.3441298999824,709.3441298999824,down,1,0.9849691000417806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
50,Month,六月,二月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,41,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.3708618999808,0.9991397999692708,711.3769412999973,711.4597954999772,712.2598158000037,712.3597279000096,712.3597279000096,712.3597279000096,down,1,0.9371771999867633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
105,Week,星期二,星期五,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.3430459999945,1.0114886999945156,714.3423079000204,714.4256454000133,715.2254370999872,715.3253535000258,715.3253535000258,715.3253535000258,right,1,0.8596636000438593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
38,Month,十月 ,六月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,43,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.2193755999906,1.011669300030917,717.2247497999924,717.3079560999759,718.1079444999923,718.207817699993,718.207817699993,718.207817699993,right,1,0.8814950999803841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
51,Month,七月,三月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,44,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.1165063999943,1.0114278999972157,720.1237716000178,720.2070671999827,721.006712500006,721.1069335999782,721.1069335999782,721.1069335999782,down,1,1.1985923000029288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-19_13h35.59.674,ETproject_Chi_2023.1.1,2023.1.1,60.01842565723753,
